11.81778,-8.082825,0.45968673,01-15 15:01:23:940,Walking
11.224017,-8.714894,0.076614454,01-15 15:01:23:944,Walking
10.6877165,-9.126697,-0.17238252,01-15 15:01:23:950,Walking
10.170568,-9.423578,-0.36391866,01-15 15:01:23:955,Walking
9.739613,-9.653421,-0.51714754,01-15 15:01:23:960,Walking
9.308656,-9.825804,-0.6799533,01-15 15:01:23:965,Walking
8.686164,-9.844957,-0.5650316,01-15 15:01:23:970,Walking
8.101978,-9.816227,-0.25857377,01-15 15:01:23:975,Walking
7.680599,-9.682152,0.038307227,01-15 15:01:23:980,Walking
7.7189064,-9.423578,0.1340753,01-15 15:01:23:985,Walking
7.8146744,-9.136273,0.30645782,01-15 15:01:23:989,Walking
7.5561004,-8.801085,0.6607997,01-15 15:01:23:994,Walking
7.1730285,-8.485051,0.8810662,01-15 15:01:24:000,Walking
6.5696893,-8.264784,0.8714894,01-15 15:01:24:005,Walking
6.0046577,-7.9583263,0.7182605,01-15 15:01:24:009,Walking
6.0525417,-7.6710224,0.48841715,01-15 15:01:24:015,Walking
6.4739213,-7.565677,0.2777274,01-15 15:01:24:020,Walking
6.895301,-7.201759,0.48841715,01-15 15:01:24:025,Walking
7.4603324,-6.301539,0.81402856,01-15 15:01:24:030,Walking
7.2209125,-5.947197,0.9959879,01-15 15:01:24:034,Walking
6.2249246,-6.1387334,0.9576807,01-15 15:01:24:039,Walking
5.209783,-6.1770406,0.7278373,01-15 15:01:24:045,Walking
5.1810527,-6.2249246,0.30645782,01-15 15:01:24:049,Walking
5.315128,-6.349423,-0.038307227,01-15 15:01:24:054,Walking
6.5218053,-6.579266,-1.1300632,01-15 15:01:24:059,Walking
7.73806,-6.847417,-2.078167,01-15 15:01:24:064,Walking
6.7708025,-6.6654577,-1.0151415,01-15 15:01:24:069,Walking
5.5641246,-6.349423,-0.05746084,01-15 15:01:24:074,Walking
4.817134,-6.0525417,0.009576807,01-15 15:01:24:079,Walking
4.3766007,-5.947197,-0.47884035,01-15 15:01:24:084,Walking
4.2425256,-6.129156,-1.2258313,01-15 15:01:24:090,Walking
4.003105,-6.483498,-1.8004397,01-15 15:01:24:095,Walking
3.6583402,-6.4164605,-1.6089035,01-15 15:01:24:100,Walking
3.7445314,-5.8322754,-1.2545617,01-15 15:01:24:105,Walking
4.367024,-5.104438,-1.484405,01-15 15:01:24:110,Walking
5.8705826,-4.606444,-1.7046716,01-15 15:01:24:114,Walking
7.785944,-3.7062242,-1.5035586,01-15 15:01:24:119,Walking
5.7365074,-3.7349546,-0.93852705,01-15 15:01:24:124,Walking
4.213795,-4.2904096,-0.8523358,01-15 15:01:24:129,Walking
3.4476504,-4.6351743,-0.545878,01-15 15:01:24:135,Walking
2.9783869,-4.596867,-0.7278373,01-15 15:01:24:140,Walking
2.6719291,-4.4244847,-1.1204864,01-15 15:01:24:144,Walking
2.4612393,-4.232949,-1.1683705,01-15 15:01:24:149,Walking
2.0973208,-3.9935284,-1.0630256,01-15 15:01:24:155,Walking
2.2409728,-4.2042184,-1.7142484,01-15 15:01:24:159,Walking
4.280833,-8.111555,-3.1794999,01-15 15:01:24:165,Walking
7.038953,-18.358738,-6.1770406,01-15 15:01:24:170,Walking
8.015787,-28.289886,-9.299079,01-15 15:01:24:175,Walking
8.063671,-32.44622,-9.050082,01-15 15:01:24:180,Walking
6.6654577,-34.16047,-6.5122285,01-15 15:01:24:184,Walking
4.2904096,-33.576286,-3.763685,01-15 15:01:24:189,Walking
2.2697031,-30.89478,-1.1779473,01-15 15:01:24:195,Walking
0.63206923,-26.384102,1.292869,01-15 15:01:24:199,Walking
0.23942018,-20.54225,2.3654714,01-15 15:01:24:204,Walking
1.2545617,-15.275007,1.8770541,01-15 15:01:24:210,Walking
2.9496565,-11.482592,0.18195933,01-15 15:01:24:215,Walking
4.1659107,-8.963891,-0.9959879,01-15 15:01:24:220,Walking
6.646304,-7.1730285,3.8594532,01-15 15:01:24:225,Walking
